X.1,Provinsi,Kabupaten/Kota,X.2,IKK,OTG Total,ODP Total,ODP Proses,PDP Total,PDP Proses,PDP MD,SUS T,SUS S,SUS MD,PROB T,PROB S,PROB MD,POS T,POS P,POS S,POS MD,POS IM,Tanggal Update,X.3,Luas Wilayah,Jumlah Penduduk,Penduduk/sq.km,Resolved,RI,"CFR (inc ODP, PDP,SUS,PROB)",Kematian Total per 100.000 Penduduk,Rasio Lacak Isolasi (RLI),Kasus Total per 100rb penduduk,Kasus selesai per 100rb penduduk,Kasus total (inc PDP) per 100rb penduduk,Kasus selesai (inc PDP) per 100rb penduduk,Total,Resolved1,Trace,X.4,IKK1,IKK2,IKK3,Kasus Aktif per 100.000 penduduk,X.5,X.6
1218,Sumatera Utara,Serdang Bedagai,KABUPATEN SERDANG BEDAGAI,9.35,44,1611,403,60,6,7,285,231,0,98,3,null,2337,40,2079,218,null,Tanggal,9/18/2021,1900,608691,320,97.98,88.96,9.02,36.96,0.88,383.94,377.37,409.9,386.73,60.8,13.91,0.08,0.12,2.15,7.2,9.35,6.57,null,null
1271,Sumatera Utara,Sibolga,KOTA SIBOLGA,6.14,107,37,0,3,0,0,208,208,0,16,15,null,890,13,852,25,null,Tanggal,9/18/2021,41,86519,2094,98.48,95.73,2.75,28.9,0.3,1028.68,1013.65,1050.64,1034.45,53.75,22.74,0.17,0.29,-0.71,6.85,6.14,15.03,null,null
1209,Sumatera Utara,Simalungun,KABUPATEN SIMALUNGUN,6.74,0,69,23,98,17,10,71,2,0,0,0,null,3106,130,2797,179,null,Tanggal,9/18/2021,4387,849405,194,95.95,90.05,5.9,22.25,0.08,365.67,350.36,377.21,359.9,47.17,13.41,0.05,0.08,3.38,3.35,6.74,15.3,null,null
1272,Sumatera Utara,Tanjung Balai,KOTA TANJUNG BALAI,5.02,0,14,0,7,0,0,7,7,0,0,0,null,588,124,441,23,null,Tanggal,9/18/2021,108,167012,1549,78.87,75,3.87,13.77,0.05,352.07,277.82,356.26,282.02,37.11,11.87,0.09,0.14,1.84,3.18,5.02,74.25,null,null
1203,Sumatera Utara,Tapanuli Selatan,KABUPATEN TAPANULI SELATAN,5.25,0,2,2,1,1,0,7,7,0,8,8,null,819,3,775,41,null,Tanggal,9/18/2021,6030,275098,46,99.58,94.63,4.95,14.9,0.02,297.71,296.62,300.98,299.53,38.61,12.24,0.07,0.12,0.07,5.18,5.25,1.09,null,null
1204,Sumatera Utara,Tapanuli Tengah,KABUPATEN TAPANULI TENGAH,5.38,3082,222,0,5,1,2,79,70,0,10,9,null,942,23,869,50,null,Tanggal,9/18/2021,2188,350017,160,97.68,92.25,5.43,14.86,0.34,269.13,262.56,273.42,266.27,38.54,11.54,0.06,0.1,1.9,3.48,5.38,6.57,null,null
1205,Sumatera Utara,Tapanuli Utara,KABUPATEN TAPANULI UTARA,5.09,224,276,0,19,0,4,226,224,0,0,0,null,4144,12,4056,76,null,Tanggal,9/18/2021,3792,293399,77,99.8,97.88,1.92,27.27,0.13,1412.41,1408.32,1418.89,1414.8,52.22,26.6,0.09,0.15,1,4.09,5.09,4.09,null,null
1274,Sumatera Utara,Tebing Tinggi,KOTA TEBING TINGGI,9.33,0,445,55,7,0,2,156,156,0,5,0,null,1213,-21,1166,68,null,Tanggal,9/18/2021,31,156815,5059,101.84,96.13,5.71,44.64,0.51,773.52,786.91,781.18,791.38,66.81,19.89,0.16,0.27,0.39,8.94,9.33,-13.39,null,null
1206,Sumatera Utara,Toba Samosir,KABUPATEN TOBA,5.92,0,4,1,9,0,0,14,7,0,2,2,null,1423,36,1343,44,null,Tanggal,9/18/2021,2329,179704,77,97.45,94.38,3.07,24.48,0.02,791.86,771.82,797.98,777.95,49.48,19.72,0.11,0.18,2.37,3.54,5.92,20.03,null,null
3402,Yogyakarta,Bantul,Bantul,15.2,null,null,null,null,null,null,12332,10713,null,1072,null,105,56316,572,54212,1532,null,Tanggal,9/18/2021,508,970565,1910,99.12,96.26,2.85,168.66,0.24,5802.39,5743.46,5912.84,5754.28,129.87,53.64,0.13,0.21,2.43,12.77,15.2,58.93,null,null
3403,Yogyakarta,Gunung Kidul,Gunung Kidul,17.17,null,null,null,null,null,null,2417,2240,174,43,null,38,17646,184,16452,1010,null,Tanggal,9/18/2021,1431,714656,499,99.16,93.23,5.92,170.99,0.14,2469.16,2443.41,2475.18,2448.73,121.1,34.99,0.15,0.24,2.6,14.57,17.17,25.75,null,null
3401,Yogyakarta,Kulon Progo,Kulon Progo,13.76,null,null,null,null,null,null,363,363,null,173,null,173,21805,318,21063,424,null,Tanggal,9/18/2021,586,411832,702,99.31,96.6,2.72,144.96,0.02,5294.63,5217.42,5336.64,5259.43,120.4,51.28,0.18,0.3,0.77,12.99,13.76,77.22,null,null
3404,Yogyakarta,Sleman,Sleman,16.55,null,null,null,null,null,null,6457,259,null,196,null,null,45945,771,43295,1879,null,Tanggal,9/18/2021,575,1166368,2029,98.3,94.23,4.07,161.1,0.14,3939.15,3873.05,3955.96,3873.05,126.92,44.01,0.11,0.19,2.41,14.13,16.55,66.1,null,null
3471,Yogyakarta,Yogyakarta,Yogyakarta,21.44,null,null,null,null,null,null,2875,2859,0,17,null,null,23840,199,22570,1071,null,Tanggal,9/18/2021,33,412347,12688,99.16,94.67,4.49,259.73,0.12,5781.54,5733.28,5785.66,5733.28,161.16,53.54,0.24,0.4,3.19,18.26,21.44,48.26,null,null
1888,null,Danau – Lampung,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null
1388,null,Danau – Sumatera Barat,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1688,null,Danau – Sumatera Selatan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7188,null,Danau – Sumatera Utara,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3399,null,Danau Toba,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3288,null,Hutan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3388,null,Waduk Cira,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1288,null,Waduk Kedu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
